bin__tipo_laboral_Independiente,poly__tipo_credito_4,poly__tipo_credito_6,poly__tipo_credito_9,poly__tipo_credito_10,num__capital_prestado,num__edad_cliente,num__salario_cliente,num__total_otros_prestamos,num__cuota_pactada,num__puntaje_datacredito,num__cant_creditosvigentes,num__huella_consulta,num__saldo_mora,num__saldo_principal,num__creditos_sectorCooperativo,num__creditos_sectorReal,Pago_atiempo
0.0,0.0,0.0,1.0,0.0,0.022125319327504788,0.54,0.00022727272727272727,0.0002946516918542218,0.08256442192697337,0.8131212723658051,0.08064516129032258,0.20689655172413793,0.0,0.03505570366482428,0.0,0.08,1
1.0,1.0,0.0,0.0,0.0,0.16648755137528357,0.82,0.0005454545454545455,0.00044197753778133273,0.14417998485554767,0.7833001988071571,0.06451612903225806,0.13793103448275862,0.0,0.04694469959066368,0.0,0.08,1
1.0,0.0,0.0,1.0,0.0,0.01122593429746956,0.84,0.00022727272727272727,0.0002946516918542218,0.07907070434358925,0.8548707753479124,0.11290322580645161,0.10344827586206896,0.0,0.01878274450564398,0.0,0.04,0
1.0,1.0,0.0,0.0,0.0,0.06892584626936739,0.86,0.0003636363636363636,0.0005893033837084436,0.11824959238643243,0.8121272365805169,0.24193548387096775,0.13793103448275862,0.0,0.1991057969576614,0.0,0.2,0
1.0,0.0,0.0,1.0,0.0,0.030289051013362992,0.7400000000000001,0.00022727272727272727,0.0002946516918542218,0.06235195665058711,0.7992047713717694,0.0967741935483871,0.24137931034482757,0.0,0.03565994680868088,0.07692307692307693,0.08,0
1.0,1.0,0.0,0.0,0.0,0.031398968022531545,0.5,6.363636363636364e-05,0.00010312809214897764,0.027862470233135976,0.8697813121272365,0.12903225806451613,0.10344827586206896,0.0,0.0033290980838963443,0.07692307692307693,0.0,1
1.0,1.0,0.0,0.0,0.0,0.033823260437294445,0.62,0.0001818181818181818,0.00022098876889066637,0.06224491194914164,0.7862823061630219,0.06451612903225806,0.06896551724137931,0.0,0.009589159468342845,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.022125319327504788,0.42000000000000004,0.00022727272727272727,0.0002946516918542218,0.047997684037789416,0.7514910536779323,0.0967741935483871,0.24137931034482757,0.0,0.017987115027027722,0.0,0.12,1
1.0,1.0,0.0,0.0,0.0,0.11157586776378653,0.64,0.0013636363636363637,0.001473258459271109,0.1868088234363564,0.8648111332007952,0.14516129032258063,0.41379310344827586,0.0,0.14656736766979137,0.0,0.04,1
1.0,1.0,0.0,0.0,0.0,0.016284235025043524,0.88,0.0003804545454545455,7.204233865835723e-05,0.034319427716878896,0.8737574552683897,0.08064516129032258,0.27586206896551724,0.0,0.02823300486146894,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.020445839642578685,0.7600000000000001,0.00013636363636363637,0.0001473258459271109,0.03762990375468519,0.7823061630218687,0.016129032258064516,0.06896551724137931,0.0,9.025241873281764e-05,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.20178095530790646,0.62,0.000385,0.0004013156043054501,0.33696432827604245,0.8141153081510933,0.11290322580645161,0.10344827586206896,0.0,0.007580563085480563,0.0,0.08,1
1.0,1.0,0.0,0.0,0.0,0.03760947943899187,0.54,0.00022727272727272727,0.0002946516918542218,0.06810574118173132,0.8001988071570576,0.12903225806451613,0.034482758620689655,0.0,0.006822698803355343,0.23076923076923078,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0472452239540887,0.45999999999999996,0.00048181818181818184,0.0,0.04988177624598978,0.7842942345924453,0.12903225806451613,0.1724137931034483,0.0,0.040617428958224656,0.0,0.16,1
0.0,1.0,0.0,0.0,0.0,0.020442918808344028,0.4,5.4545454545454546e-05,7.366292296355545e-05,0.04071732605499672,0.8359840954274353,0.04838709677419355,0.0,0.0,2.4963434968651688e-05,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.03521649836722446,0.86,5e-05,7.366292296355545e-05,0.0643923974005539,0.8141153081510933,0.08064516129032258,0.0,0.0,0.0005101501966670614,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.027739162726509965,0.7600000000000001,0.0001818181818181818,0.00020625618429795527,0.024709924678496777,0.8300198807157058,0.12903225806451613,0.06896551724137931,0.0,0.03754884672130886,0.07692307692307693,0.04,1
1.0,1.0,0.0,0.0,0.0,0.07681794037140277,0.68,0.00045454545454545455,0.00044197753778133273,0.1313681051084052,0.7266401590457257,0.08064516129032258,0.10344827586206896,0.0,0.150901404033195,0.0,0.08,1
1.0,1.0,0.0,0.0,0.0,0.0402758505951229,0.7200000000000001,6.363636363636364e-05,8.839550755626654e-05,0.04296236455945041,0.8021868787276342,0.016129032258064516,0.06896551724137931,0.0,0.0009018840992520571,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.01762691331437167,0.7999999999999999,0.0001818181818181818,0.0002946516918542218,0.03998014136228357,0.6799204771371768,0.04838709677419355,0.0,0.010531354715174725,0.009784386331559224,0.0,0.04,1
0.0,1.0,0.0,0.0,0.0,0.07278137666745316,0.38,0.0001590909090909091,7.366292296355545e-05,0.06316850207023399,0.8578528827037772,0.06451612903225806,0.13793103448275862,0.0,0.03623026528450315,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.11854205741343656,0.45999999999999996,0.00022727272727272727,0.0001473258459271109,0.10189073636208319,0.8220675944333996,0.11290322580645161,0.06896551724137931,0.0,0.00042757883484767506,0.0,0.08,1
1.0,1.0,0.0,0.0,0.0,0.04610098714266295,0.45999999999999996,0.00027272727272727274,0.000324116861039644,0.08201522460404008,0.7743538767395626,0.08064516129032258,0.3103448275862069,0.0,0.0006368876357386777,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.022125319327504788,0.44000000000000006,0.00022727272727272727,0.0002946516918542218,0.03324502584892249,0.7365805168986083,0.3709677419354839,0.1724137931034483,0.0,0.14210595377924004,0.0,0.24,1
1.0,1.0,0.0,0.0,0.0,0.03292022611696645,0.44000000000000006,0.0001818181818181818,0.00044197753778133273,0.029218457670412,0.7604373757455268,0.11290322580645161,0.3103448275862069,0.0,0.01213414965899308,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.002009533953442019,0.56,0.00022727272727272727,0.0002946516918542218,0.03972834902267661,0.7594433399602385,0.016129032258064516,0.27586206896551724,0.0,3.392466803432153e-05,0.0,0.04,1
0.0,1.0,0.0,0.0,0.0,0.04039513746526617,0.9,0.00013636363636363637,0.0001473258459271109,0.07263800329465663,0.8757455268389661,0.016129032258064516,0.10344827586206896,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.07886252433566063,0.7200000000000001,0.00013636363636363637,0.0002946516918542218,0.10258257206797708,0.8161033797216699,0.08064516129032258,0.10344827586206896,0.0,0.00564365656714364,0.0,0.08,1
1.0,1.0,0.0,0.0,0.0,0.006717918739704424,0.92,4.337559090909091e-05,0.000166036228359854,0.018929247143541144,0.8697813121272365,0.08064516129032258,0.3103448275862069,0.0,0.010597298188230702,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.08398149079028837,0.7200000000000001,0.00013636363636363637,0.0001473258459271109,0.0722530642204931,0.7902584493041749,0.14516129032258063,0.10344827586206896,0.0,0.032850600242593384,0.07692307692307693,0.16,1
1.0,1.0,0.0,0.0,0.0,0.028575981734738364,0.68,9.5e-05,0.0,0.05457091421448173,0.7842942345924453,0.016129032258064516,0.034482758620689655,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.08036809755025544,0.84,0.0006818181818181819,0.00044197753778133273,0.13756430591793734,0.8071570576540755,0.08064516129032258,0.20689655172413793,0.0,0.022061915719603017,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.03820159095504094,0.6,0.0003090909090909091,0.00036831461481777727,0.06931460806874486,0.8031809145129224,0.0967741935483871,0.10344827586206896,0.0,0.05304665922030872,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.022125319327504788,0.92,0.00022727272727272727,0.0002946516918542218,0.047997684037789416,0.8727634194831013,0.06451612903225806,0.27586206896551724,0.0,0.07385464239879408,0.0,0.04,0
1.0,0.0,0.0,1.0,0.0,0.07854406577905629,0.44000000000000006,0.00017272727272727272,0.00023572135348337743,0.08209326704647323,0.7256461232604373,0.29032258064516125,0.10344827586206896,0.0,0.055681261741615654,0.0,0.08,1
1.0,0.0,0.0,1.0,0.0,0.012629687230644317,0.82,0.00022727272727272727,0.0002946516918542218,0.05518154359514112,0.8330019880715706,0.03225806451612903,0.06896551724137931,0.0,5.696783877461539e-05,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.022125319327504788,0.44000000000000006,0.00022727272727272727,0.0002946516918542218,0.047997684037789416,0.7534791252485089,0.1774193548387097,0.1724137931034483,0.0,0.024501291377693572,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.012629687230644317,0.38,0.0001818181818181818,0.0002946516918542218,0.08506705322283649,0.7813121272365805,0.16129032258064516,0.24137931034482757,0.0,0.06431028909577959,0.07692307692307693,0.08,1
1.0,1.0,0.0,0.0,0.0,0.04842451077633028,0.7400000000000001,0.00022727272727272727,0.0001767910151125331,0.0424347871023263,0.8687872763419483,0.03225806451612903,0.10344827586206896,0.0,0.0030090540458367074,0.07692307692307693,0.0,1
1.0,0.0,0.0,1.0,0.0,0.008757274410682261,0.62,0.00022727272727272727,0.0002946516918542218,0.013514261729040859,0.7962226640159046,0.14516129032258063,0.27586206896551724,0.0,0.03207673375856518,0.07692307692307693,0.08,1
1.0,1.0,0.0,0.0,0.0,0.06681992478618179,0.48,0.00045454545454545455,0.0007366292296355545,0.11499606623905034,0.7713717693836978,0.16129032258064516,0.1724137931034483,0.0,0.015026707674976079,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.01122593429746956,0.020000000000000018,0.00022727272727272727,0.0002946516918542218,0.07912079915461052,0.7693836978131212,0.11290322580645161,0.13793103448275862,0.0,0.012157192829733373,0.0,0.12,1
0.0,1.0,0.0,0.0,0.0,0.08692113519741364,0.92,0.0005454545454545455,0.00036831461481777727,0.06566322365909374,0.8797216699801192,0.06451612903225806,0.06896551724137931,0.0,0.00010049382795072603,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.022125319327504788,0.68,0.00022727272727272727,0.0002946516918542218,0.12566784292798372,0.8210735586481113,0.11290322580645161,0.3448275862068966,0.0,0.01367676192244053,0.0,0.08,1
1.0,1.0,0.0,0.0,0.0,0.010219998987054689,0.92,6.818181818181818e-05,5.156404607448882e-05,0.00269668277434555,0.8131212723658051,0.06451612903225806,0.034482758620689655,0.0,0.0016949532255638377,0.0,0.04,1
0.0,1.0,0.0,0.0,0.0,0.07105221359219557,0.86,0.0006818181818181819,0.0008839550755626655,0.053726157506522876,0.8846918489065606,0.08064516129032258,0.10344827586206896,0.0,0.0009454100884281678,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.030985669978327992,0.64,0.00022727272727272727,0.0002946516918542218,0.057698412363610285,0.8667992047713717,0.11290322580645161,0.10344827586206896,0.0,0.019948344892257178,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.062054116398866085,0.92,0.00022727272727272727,0.00044197753778133273,0.058748294139856286,0.4343936381709741,0.2096774193548387,0.06896551724137931,0.02920057443752992,0.03235581215975319,0.0,0.08,1
1.0,0.0,0.0,1.0,0.0,0.04267972637858557,0.52,0.00013636363636363637,0.00022098876889066637,0.0410727355563477,0.8429423459244533,0.0967741935483871,0.06896551724137931,0.0,0.010066025085051705,0.07692307692307693,0.04,1
0.0,1.0,0.0,0.0,0.0,0.04819376487179261,0.36,0.0001409090909090909,2.946516918542218e-05,0.04209414238738159,0.7395626242544732,0.04838709677419355,0.3448275862068966,0.0,0.017453281571544247,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0418421771617985,0.9600000000000001,0.00013636363636363637,0.0001767910151125331,0.044879941193965,0.8777335984095427,0.04838709677419355,0.06896551724137931,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.007733346761381921,0.9800000000000001,0.0,0.0,0.008818268681146001,0.8011928429423458,0.016129032258064516,0.034482758620689655,0.0,0.04559987454273708,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.07670134066875538,0.9400000000000001,0.00041954545454545456,0.0007348613194844292,0.07332192929354717,0.8220675944333996,0.22580645161290322,0.10344827586206896,0.0,0.10472993083848338,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.11171796634930245,0.52,0.0001818181818181818,0.0002946516918542218,0.0964449030902698,0.8697813121272365,0.11290322580645161,0.06896551724137931,0.0,0.042009620523784076,0.15384615384615385,0.0,1
0.0,0.0,0.0,1.0,0.0,0.04983708462889369,0.9600000000000001,9.09090909090909e-05,0.00022098876889066637,0.047524156245188263,0.7634194831013916,0.06451612903225806,0.0,0.0,0.019085506165648396,0.0,0.08,1
1.0,0.0,0.0,1.0,0.0,0.012629687230644317,0.88,0.00022727272727272727,0.0002946516918542218,0.01783401638047589,0.8210735586481113,0.12903225806451613,0.10344827586206896,0.0,0.06930937697027112,0.23076923076923078,0.16,1
1.0,0.0,0.0,1.0,0.0,0.03147990433917382,0.48,9.09090909090909e-05,0.0002504539380760885,0.03433893832748718,0.7912524850894632,0.016129032258064516,0.06896551724137931,0.0,2.4963434968651688e-05,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.10176688857023235,0.45999999999999996,0.00022727272727272727,0.0002946516918542218,0.10550151760911705,0.8250497017892644,0.04838709677419355,0.06896551724137931,0.0,0.011826907382455827,0.07692307692307693,0.0,1
0.0,1.0,0.0,0.0,0.0,0.07942916617718353,0.48,2.7533318181818182e-05,0.0005593962369852401,0.13676964402099978,0.8071570576540755,0.04838709677419355,0.13793103448275862,0.0,0.03144368665128322,0.0,0.12,1
1.0,0.0,0.0,1.0,0.0,0.061736738550928566,0.44000000000000006,0.00025,0.00036831461481777727,0.06500592700711452,0.8548707753479124,0.22580645161290322,0.1724137931034483,0.0,0.012801121434309361,0.0,0.04,1
1.0,1.0,0.0,0.0,0.0,0.08937752758041538,0.38,4.545454545454545e-05,0.00017060332958359443,0.15290992847515616,0.7624254473161033,0.06451612903225806,0.034482758620689655,0.0,0.020047558544055665,0.07692307692307693,0.04,1
1.0,1.0,0.0,0.0,0.0,0.029763300851125257,0.88,7.954545454545455e-05,5.038543930707193e-05,0.0578832358505888,0.794234592445328,0.03225806451612903,0.20689655172413793,0.0,0.0005197515178088505,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.020049482436936123,0.86,0.0001590909090909091,0.0002946516918542218,0.022834005834199887,0.8906560636182902,0.04838709677419355,0.06896551724137931,0.0,0.011572792416236474,0.0,0.08,1
1.0,0.0,0.0,1.0,0.0,0.0744172775055982,0.45999999999999996,0.00045454545454545455,0.0005893033837084436,0.077914305179698,0.7733598409542743,0.11290322580645161,0.1724137931034483,0.0,0.006368876357386777,0.0,0.2,1
1.0,0.0,0.0,1.0,0.0,0.0647239925560787,0.45999999999999996,0.00027272727272727274,0.00081029215259911,0.06813474344074365,0.8359840954274353,0.11290322580645161,0.13793103448275862,0.0,0.04259402093728097,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.05556165685373461,0.56,0.0001590909090909091,0.0002946516918542218,0.05300083737431476,0.8320079522862822,0.04838709677419355,0.13793103448275862,0.0,0.014042892301980754,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.11968889376733112,0.9800000000000001,0.0001590909090909091,0.0,0.1237563304021717,0.8876739562624254,0.03225806451612903,0.10344827586206896,0.0,0.002356164208195048,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.0013044445691965199,0.44000000000000006,0.00022727272727272727,0.0002946516918542218,0.008587041579747776,0.7345924453280318,0.14516129032258063,0.3103448275862069,0.0,0.053781480331693644,0.0,0.08,1
1.0,0.0,0.0,1.0,0.0,0.1366814310942783,0.45999999999999996,0.00021727272727272727,0.0001807688129525651,0.11921905880814428,0.8330019880715706,0.12903225806451613,0.10344827586206896,0.0,0.059112773917691076,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.03661207296454218,0.42000000000000004,0.00013636363636363637,0.00022098876889066637,0.03199265557339048,0.8270377733598409,0.11290322580645161,0.06896551724137931,0.0,0.019199441843197624,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.032645258782116104,0.42000000000000004,9.545454545454546e-05,0.0001473258459271109,0.029143842767680304,0.8369781312127236,0.04838709677419355,0.24137931034482757,0.0,0.02486614158108156,0.07692307692307693,0.04,1
0.0,1.0,0.0,0.0,0.0,0.0014604171173270494,0.52,0.0001681818181818182,0.0002651865226687996,1.0282619104367945e-05,0.7335984095427435,0.2096774193548387,0.24137931034482757,0.0,0.006183250815312187,0.0,0.2,1
1.0,1.0,0.0,0.0,0.0,0.006805543766744047,0.86,0.00012427272727272726,0.0,0.019097723902712714,0.8409542743538767,0.016129032258064516,0.034482758620689655,0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.07886252433566063,0.45999999999999996,0.00011363636363636364,0.0001473258459271109,0.024420693059073913,0.8290258449304174,0.04838709677419355,0.06896551724137931,0.0,0.003274050509350087,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.05036058574877075,0.44000000000000006,0.0003636363636363636,0.00044197753778133273,0.05341161482468926,0.8459244532803181,0.06451612903225806,0.10344827586206896,0.0,0.023315848260720678,0.07692307692307693,0.0,1
0.0,0.0,0.0,1.0,0.0,0.07369556857455753,0.45999999999999996,0.00022727272727272727,0.0002946516918542218,0.07742337603168946,0.8916500994035784,0.11290322580645161,0.06896551724137931,0.0,0.009297919393708574,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.021657401683113205,0.44000000000000006,9.09090909090909e-05,0.00011786067674168872,0.02170819087072164,0.7932405566600397,0.14516129032258063,0.06896551724137931,0.0,0.009467542733880183,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.03884391161158372,0.44000000000000006,2.9636363636363638e-05,0.0,0.03742451502949794,0.8846918489065606,0.11290322580645161,0.0,0.0,0.022835782203631222,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.02583796251483127,0.9800000000000001,0.0001590909090909091,0.0001767910151125331,0.02547558431642203,0.8578528827037772,0.1774193548387097,0.06896551724137931,0.0,0.04021865408680235,0.15384615384615385,0.12,1
1.0,0.0,0.0,1.0,0.0,0.053149018567567985,0.42000000000000004,0.00022727272727272727,0.0002946516918542218,0.05652830304091323,0.8270377733598409,0.14516129032258063,0.13793103448275862,0.0,0.03892695634919365,0.0,0.04,1
0.0,1.0,0.0,0.0,0.0,0.0284937894593752,0.84,0.00029545454545454547,0.0002946516918542218,0.02568018207090894,0.7514910536779323,0.12903225806451613,0.13793103448275862,0.0,0.03242110114351735,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.02473946596752021,0.7600000000000001,5.4545454545454546e-05,7.366292296355545e-05,0.022197801734229628,0.8449304174950297,0.11290322580645161,0.034482758620689655,0.0,0.008237293451578937,0.23076923076923078,0.08,1
1.0,1.0,0.0,0.0,0.0,0.007535752325407572,0.44000000000000006,0.00016363636363636363,7.366292296355545e-05,0.02003897903611256,0.7972166998011928,0.04838709677419355,0.20689655172413793,0.0,0.024084594040139923,0.0,0.04,1
0.0,0.0,0.0,1.0,0.0,0.035219068701350956,0.48,0.00017272727272727272,0.0002651865226687996,0.03409426472418325,0.831013916500994,0.08064516129032258,0.13793103448275862,0.0,0.019480440508613986,0.07692307692307693,0.0,1
0.0,1.0,0.0,0.0,0.0,0.041583916998770384,0.7000000000000001,0.0006725126363636364,0.0006035939907633734,0.07577367480768867,0.8727634194831013,0.12903225806451613,0.10344827586206896,0.0,0.1364232518394531,0.0,0.04,1
1.0,0.0,0.0,1.0,0.0,0.03200264604214986,0.7999999999999999,0.0003636363636363636,0.0005156404607448881,0.0312966013570948,0.9214711729622266,0.0967741935483871,0.13793103448275862,0.0,0.0010151796887251686,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.0067491132493305295,0.9,9.09090909090909e-05,0.00022098876889066637,0.009416506187500132,0.8757455268389661,0.06451612903225806,0.06896551724137931,0.0,0.0006100039365416681,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.004673334775446555,0.44000000000000006,7.727272727272727e-05,2.946516918542218e-05,0.015265998173384997,0.8091451292246521,0.03225806451612903,0.13793103448275862,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.01692106451322516,0.9400000000000001,0.00027272727272727274,0.0005893033837084436,0.017308020864752447,0.8300198807157058,0.1935483870967742,0.24137931034482757,0.0,0.10838099322466772,0.07692307692307693,0.0,1
0.0,0.0,0.0,1.0,0.0,0.010701936635772614,0.4,0.0001409090909090909,0.00022098876889066637,0.01013787146620657,0.7962226640159046,0.04838709677419355,0.10344827586206896,0.0,0.0006496893972610632,0.0,0.04,1
0.0,0.0,0.0,1.0,0.0,0.07370754399491962,0.4,0.00013636363636363637,0.0001473258459271109,0.06957404645845507,0.6988071570576541,0.1774193548387097,0.06896551724137931,0.0,0.04016808712878892,0.0,0.2,1
0.0,1.0,0.0,0.0,0.0,0.010551659714399659,0.7999999999999999,6.818181818181818e-05,4.419775377813327e-05,0.010171355892520793,0.8250497017892644,0.016129032258064516,0.13793103448275862,0.0,0.00027715813695964567,0.0,0.04,1
0.0,0.0,0.0,1.0,0.0,0.026265105313307082,0.82,0.00022727272727272727,0.0005156404607448881,0.023257702472679873,0.8170974155069582,0.04838709677419355,0.13793103448275862,0.0,0.002057883164723466,0.0,0.08,1
0.0,0.0,0.0,1.0,0.0,0.08429562651222541,0.48,0.0008299090909090909,0.0005934285073944028,0.08405329244190585,0.8817097415506958,0.1935483870967742,0.06896551724137931,0.0,0.07722982682417101,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.03046818577697433,0.45999999999999996,0.00011363636363636364,0.00023572135348337743,0.057329292703453494,0.7335984095427435,0.03225806451612903,0.10344827586206896,0.0,0.0010241409217908385,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.05298480926689572,0.68,0.00013636363636363637,0.00022098876889066637,0.056241971647391586,0.7733598409542743,0.08064516129032258,0.3103448275862069,0.0,0.05406247899711001,0.0,0.0,1
